tags,name,patrons,month_amount,total_amount
"SZTUKA,GRAFIKA,MALARSTWO",Aneta Gajos,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,GRAFIKA",Turdus Concept,FALSE,FALSE,FALSE
"SZTUKA,GRAFIKA,MALARSTWO",Phoenix Pictures,0,0 zł,0 zł
"SZTUKA,DESIGN,GRAFIKA",Peprojektuje,0,0 zł,40 zł
"FILM,DESIGN,GRAFIKA",Sylwester Wielanek,0,0 zł,980 zł
"INNE,RĘKODZIEŁO,GRAFIKA",Euforia,0,0 zł,0 zł
"INNE,COSPLAY,GRAFIKA",AnimeBox,0,0 zł,3300 zł
"EDUKACJA,GRAFIKA",English Journal,0,0 zł,460 zł
"DESIGN,EDUKACJA,GRAFIKA",The Brief – co znosi psychika grafika,0,0 zł,1407 zł
"SZTUKA,GRAFIKA,MALARSTWO",FemArtGallery,0,0 zł,0 zł
"SZTUKA,DESIGN,GRAFIKA",RB Art,0,0 zł,0 zł
"SZTUKA,DESIGN,GRAFIKA",Ola Matyka,FALSE,FALSE,FALSE
"SZTUKA,GRAFIKA,MALARSTWO",SylweriusArt,0,0 zł,0 zł
"RĘKODZIEŁO,GRAFIKA,MALARSTWO",Jeni Arts,0,0 zł,30 zł
"SZTUKA,RĘKODZIEŁO,GRAFIKA",Corelle-Vairel,FALSE,FALSE,FALSE
"MODA,SZTUKA,GRAFIKA",Syntry,0,0 zł,0 zł
"SZTUKA,INNE,GRAFIKA",Black Forest Characters,0,0 zł,2902 zł
"RĘKODZIEŁO,DESIGN,GRAFIKA",Katarzyna Turbak,0,0 zł,0 zł
"MODA,DESIGN,GRAFIKA",aleboskie.pl - sklep nie z tego świata,0,0 zł,30 zł
"SZTUKA,GRAFIKA,MALARSTWO",Tomash Fugiel,0,0 zł,76 zł
"SZTUKA,RĘKODZIEŁO,GRAFIKA",żyjmy ładniej,FALSE,FALSE,FALSE
"SZTUKA,GRAFIKA,MALARSTWO",Lea Lorindol,0,0 zł,0 zł
"SPORT,GRAFIKA,SPORTY EKSTREMALNE,SPORTY WODNE",Gliwickie świry,0,0 zł,30 zł
"SZTUKA,GRAFIKA,MALARSTWO",A Great Mass,0,0 zł,63 zł
"SZTUKA,GRAFIKA,MALARSTWO",Doulleur,0,0 zł,135 zł
GRAFIKA,Dariusz Jankowicz,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",Przemysław Kaczmarek / Szkicowniki Primislausa,0,0 zł,0 zł
GRAFIKA,Nixie Pixie,0,0 zł,0 zł
"DESIGN,EDUKACJA,GRAFIKA",Jan_Kowalski,0,0 zł,830 zł
"SZTUKA,GRAFIKA",MortishaArt,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",Anna Polońska,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",Mateusz Feliksik,0,0 zł,640 zł
"SZTUKA,TEATR,GRAFIKA",ka katharsis,0,0 zł,1950 zł
"SZTUKA,DESIGN,GRAFIKA",Katarzyna Wieczorek,0,0 zł,237 zł
GRAFIKA,Style 101,0,0 zł,0 zł
GRAFIKA,Shades of a pencil,0,0 zł,0 zł
"SZTUKA,GRAFIKA",Tapczan Rebi,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",K.Chlipalska art,1,5 zł,825 zł
"DESIGN,GRAFIKA",Dayenu - design for God,0,0 zł,3915 zł
"DESIGN,GRAFIKA,MALARSTWO",gojuu-art,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",SYG ART,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,GRAFIKA",Dziupla,0,0 zł,1486 zł
"SZTUKA,GRAFIKA,MALARSTWO",Plazma Art,0,0 zł,0 zł
"SZTUKA,DESIGN,GRAFIKA",Nemu,0,0 zł,220 zł
"DESIGN,GRAFIKA",JKStenson,0,0 zł,0 zł
GRAFIKA,Anna Kaznodziej,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",Niezdecydowana Kaja,0,0 zł,140 zł
"SZTUKA,GRAFIKA,MALARSTWO",Caenthi,0,0 zł,0 zł
"DESIGN,GRAFIKA",Marta Rysuje,0,0 zł,0 zł
"SZTUKA,DESIGN,GRAFIKA",Justyna Mioduszewska,0,0 zł,0 zł
GRAFIKA,Zebrulik,0,0 zł,0 zł
"GRAFIKA,MALARSTWO",Basia Kruczek,0,0 zł,10 zł
"SZTUKA,RĘKODZIEŁO,DESIGN,GRAFIKA,MALARSTWO",MANDALA,0,0 zł,520 zł
"SZTUKA,GRAFIKA,MALARSTWO",SAJO - Pracownia Artystyczna,0,0 zł,680 zł
"SZTUKA,GRAFIKA,MALARSTWO",Iwona Opara,0,0 zł,0 zł
GRAFIKA,IskraDobra,0,0 zł,0 zł
"FILM,EDUKACJA,GRAFIKA",Ania Przybyłko,0,0 zł,160 zł
"SZTUKA,DESIGN,GRAFIKA",DEMK.,0,0 zł,0 zł
"MODA,GRAFIKA",ZooMoon,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",Sky Nereid,0,0 zł,0 zł
"RĘKODZIEŁO,GRAFIKA,MALARSTWO",Natalia Sucharek,0,0 zł,0 zł
"SZTUKA,SPORT,GRAFIKA,MALARSTWO,WORKOUT",Szymon Kurpiewski,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",Malwina de Brade,0,0 zł,156 zł
"SZTUKA,DESIGN,GRAFIKA,MALARSTWO",Ola Fluda,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,GRAFIKA",Sedans Creation,0,0 zł,0 zł
"SZTUKA,GRAFIKA",Laura Bugajewska,0,0 zł,0 zł
"GRAFIKA,MALARSTWO",Mary Dismal,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",Filip Dudek,0,0 zł,148 zł
"SZTUKA,GRAFIKA,MALARSTWO",Julia Grzesiak,0,0 zł,0 zł
"DESIGN,GRAFIKA,MALARSTWO",Aleksander Jasiński,0,0 zł,0 zł
GRAFIKA,Paweł Kamiński (pawjanka),0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,GRAFIKA",Ewelina Lebida,0,0 zł,204 zł
"SZTUKA,GRAFIKA,MALARSTWO",Maciej Cekało,0,0 zł,1905 zł
"FILM,INNE,GRAFIKA",CichyWuj!,0,0 zł,359 zł
"SZTUKA,GRAFIKA",Anna Lipińska,0,0 zł,5 zł
"SZTUKA,GRAFIKA,MALARSTWO",Crimson Tentacles,0,0 zł,1540 zł
"DESIGN,GRAFIKA,MALARSTWO",Imir,0,0 zł,0 zł
"SZTUKA,GRAFIKA,MALARSTWO",von Kazanowsky,0,0 zł,0 zł
"RĘKODZIEŁO,COSPLAY,GRAFIKA,MALARSTWO",Lily Alice,0,0 zł,1 zł
GRAFIKA,Basia Mindewicz,0,0 zł,4 zł
"WYPRAWY,GRAFIKA,MALARSTWO",Janek Lipiński,1,FALSE,FALSE
"FILM,WYPRAWY,SPORT",Polni Pizgacze,16,220 zł,585 zł
"FILM,SZTUKA,DESIGN",Fundacja Bochińskich,0,0 zł,0 zł
"FILM,WYPRAWY,MOTORYZACJA",NaBiwaku.eu,8,650 zł,2460 zł
"FILM,SZTUKA,MALARSTWO,#KULTURAWSIECI",Michał Jan Borucki,6,170 zł,710 zł
"FILM,SZTUKA,EDUKACJA",Kino AMONDO,31,1180 zł,4570 zł
"FILM,SZTUKA,TEATR",Maurycy Polewski,2,30 zł,560 zł
"FILM,WYPRAWY,SPORT",Łukasz Marks - Wywiady na Rowerze,2,78 zł,78 zł
"FILM,SZTUKA,RĘKODZIEŁO",Atelier Przytulności,0,0 zł,0 zł
"FILM,SZTUKA,TEATR",Niezła Sztuka - podcast Marty Król,4,48 zł,713 zł
"FILM,SZTUKA,TEATR",Krzysztof Stanio,0,0 zł,0 zł
FILM,Fundacja Filmowa Polscy Wychodźcy,1,10 zł,160 zł
"FILM,LITERATURA,KOMIKS",Grafzero vlog literacki,15,340 zł,2925 zł
"FILM,SZTUKA",Skafander Klingerta,1,10 zł,5165 zł
FILM,Pani Ka,1,10 zł,3235 zł
"FILM,WYPRAWY,INNE",Filip z Konopi,0,0 zł,0 zł
FILM,Studio Trzeci Pokoj,0,0 zł,80 zł
"FILM,WYPRAWY,EDUKACJA,#KULTURAWSIECI",Schrony w Łodzi- przewodnik online,0,0 zł,0 zł
"FILM,SZTUKA,TEATR",KACK,0,0 zł,200 zł
"FILM,INNE",VHS HELL,50,752 zł,12 tys. zł
"FILM,WYPRAWY,INNE",Kasia,0,0 zł,0 zł
"FILM,SZTUKA,TEATR",Teatr Żelazny,9,240 zł,33 tys. zł
"FILM,EDUKACJA",Kino Bajka,4,100 zł,9570 zł
"FILM,SZTUKA,EDUKACJA",Crush On Trash,1,21 zł,474 zł
"FILM,SZTUKA,TEATR",Walizka TV - Teatr Na Walizkach,0,0 zł,0 zł
"FILM,SZTUKA,EDUKACJA",Animated Brain,0,0 zł,95 zł
"FILM,SZTUKA,EDUKACJA","Piotr Kardas | Autorskie Festiwale Animacji: O!PLA, Rising of Lusitania",9,239 zł,3487 zł
"FILM,WYPRAWY,EDUKACJA",Dzieci Świata - Marzena Figiel,8,149 zł,2781 zł
"FILM,TEATR",Patryk Gnaś,0,0 zł,250 zł
"FILM,EDUKACJA",Festiwal Filmów - Spotkań NieZwykłych,FALSE,FALSE,FALSE
"FILM,SZTUKA",SpoilerMaster,342,9184 zł,149 tys. zł
FILM,NapiProjekt,1,FALSE,FALSE
"FILM,TEATR",stare-kino.pl,0,0 zł,135 zł
"FILM,WYPRAWY,INNE",Kuba Śliwka,FALSE,FALSE,FALSE
FILM,GusłaTV,FALSE,FALSE,FALSE
"FILM,SZTUKA,RĘKODZIEŁO,#KULTURAWSIECI",Ewa Cieniak,0,0 zł,170 zł
FILM,Art. 43,2,200 zł,6590 zł
"FILM,WYPRAWY,INNE",Do zobaczenia w NIEBIE!,0,0 zł,1495 zł
"FILM,SZTUKA",KochamDziwneKino,6,75 zł,1465 zł
FILM,Mateusz Róg,0,0 zł,15 zł
"FILM,INNE",Fumetsu Subs,3,30 zł,1635 zł
FILM,STALOWE SERCE,1,25 zł,3300 zł
"FILM,SZTUKA",Kaha Hoffmann,3,72 zł,582 zł
"FILM,WYPRAWY,INNE",Wrong Way!,FALSE,FALSE,FALSE
"FILM,SZTUKA",Forum KMF,1,5 zł,1100 zł
FILM,KRESY 2,0,0 zł,20 zł
"FILM,SZTUKA,TEATR",Ksiądz Też Człowiek- FILM,FALSE,FALSE,FALSE
"FILM,SPORTY EKSTREMALNE,YOUTUBE",Lukask Movie Pprojects,0,0 zł,23 zł
"FILM,WYPRAWY,SPORT,SPORTY EKSTREMALNE",wartotam,0,0 zł,0 zł
"FILM,INNE,EDUKACJA",New Earth International Film Festival,0,0 zł,0 zł
"FILM,INNE",Feniks Tarot,0,0 zł,195 zł
"FILM,SPORT,SPORTY EKSTREMALNE",Kwateer,0,0 zł,418 zł
"FILM,SPORT,SPORTY EKSTREMALNE,YOUTUBE",Naughty Riders,0,0 zł,0 zł
"FILM,TEATR",Teatr U Przyjaciół,FALSE,FALSE,FALSE
"FILM,EDUKACJA",Anna Oszajca,0,0 zł,120 zł
"FILM,SPORT,YOUTUBE",Cezary Prośniak,0,0 zł,0 zł
"FILM,SZTUKA,EDUKACJA,#KULTURAWSIECI",Piotr Czarniecki,0,FALSE,FALSE
"FILM,SPORT,INNE,YOUTUBE",BuFish,0,0 zł,0 zł
"FILM,INNE",MojSeans.pl,0,0 zł,0 zł
FILM,spoilertv.pl,0,0 zł,0 zł
"FILM,SPORT",Wolny Mingau,0,0 zł,5235 zł
"FILM,TEATR,SPORT,YOUTUBE",Rafał Grabowicz,0,0 zł,0 zł
"FILM,INNE",Ōkami-Subs,0,0 zł,1336 zł
"FILM,WYPRAWY,SPORT,YOUTUBE",Devix,0,0 zł,120 zł
"FILM,SZTUKA,COSPLAY",Aleksandra Arabasz,0,0 zł,0 zł
"FILM,SZTUKA,TEATR",Fenrir FilmArt,0,0 zł,0 zł
FILM,Creative Studio,0,0 zł,0 zł
"FILM,WYPRAWY,SPORT,SPORTY EKSTREMALNE",Ewa Kuźnicka,0,0 zł,0 zł
"FILM,WYPRAWY",Otwarte Wrota,0,0 zł,675 zł
"FILM,SPORT,PIŁKA NOŻNA",Sportowy Wrocław,0,0 zł,0 zł
"FILM,SZTUKA",W Mrok,0,0 zł,0 zł
"FILM,SPORT,EDUKACJA","Robert Szatecki - Rycerz, trener i promotor",1,10 zł,1585 zł
"FILM,SZTUKA,TEATR",Banana Perwers,0,0 zł,0 zł
"FOTOGRAFIA,SZTUKA,DESIGN",DRZEWIŃSKI O FOTOGRAFII,24,682 zł,16 tys. zł
"MODA,RĘKODZIEŁO,DESIGN",Polskie Marki Modowe,1,10 zł,17 tys. zł
"MODA,SZTUKA,DESIGN",Drzwi Do Stylu,191,FALSE,FALSE
"MODA,SZTUKA,DESIGN,#KULTURAWSIECI",Izabela_BO,1,10 zł,250 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",maria zola,2,25 zł,595 zł
"MODA,DESIGN,EDUKACJA",Freakery,11,415 zł,9820 zł
"INNE,DESIGN",feelfree,3,35 zł,3840 zł
"SZTUKA,DESIGN,MALARSTWO,#KULTURAWSIECI",Anna Bednarczyk Ilustracje,0,0 zł,0 zł
"SZTUKA,TEATR,DESIGN",Sebastian Salamon,0,0 zł,0 zł
"MODA,RĘKODZIEŁO,DESIGN",TOmPi Pracownia biżuterii i witraży,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",epotsy,0,0 zł,0 zł
"MODA,SZTUKA,DESIGN",Aleksandra Miernik,0,0 zł,250 zł
"SZTUKA,RĘKODZIEŁO,DESIGN,#KULTURAWSIECI",Danzig Art,0,0 zł,0 zł
"SZTUKA,DESIGN,MALARSTWO",Patrycja Prószyńska,0,0 zł,300 zł
"RĘKODZIEŁO,DESIGN",Igiełka-MB,5,39 zł,713 zł
"MODA,SZTUKA,DESIGN",Folk Club,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",Justyna Kuligowska,2,60 zł,410 zł
"MODA,RĘKODZIEŁO,DESIGN",Joanna Kreja Design,0,0 zł,15 zł
"MODA,SZTUKA,DESIGN",Paula Potasiewicz,0,0 zł,0 zł
"SZTUKA,DESIGN,MALARSTWO",Sonia Brzeźniak,0,0 zł,1315 zł
"RĘKODZIEŁO,DESIGN,EDUKACJA",KŁOSY,0,0 zł,9050 zł
"MODA,RĘKODZIEŁO,DESIGN",Nautile Atelier,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,EDUKACJA",Tu tworzymy KOLEJKOLAND ON - LINE,0,0 zł,90 zł
"RĘKODZIEŁO,DESIGN",KZ CUSTOM WOOD&STEEL,0,0 zł,0 zł
"SZTUKA,DESIGN,MALARSTWO,#KULTURAWSIECI",Anna Osiecka,0,0 zł,90 zł
"MODA,RĘKODZIEŁO,DESIGN",Bartłomiej Popławski-Leatherworks,3,70 zł,2070 zł
"RĘKODZIEŁO,DESIGN,MALARSTWO,#KULTURAWSIECI",MariKoDesign.pl,0,0 zł,250 zł
"SZTUKA,DESIGN,MALARSTWO",BajkaArt,0,0 zł,2060 zł
"MODA,RĘKODZIEŁO,DESIGN","Grupa Mama Warszawa, kupię, sprzedam, zamienię",0,0 zł,30 zł
"MODA,RĘKODZIEŁO,DESIGN",GOSHIA,0,0 zł,0 zł
"SZTUKA,DESIGN,MALARSTWO",crazymadpug,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",DARIUSZ GAŁUSZKA,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",pójdę z torbami,0,0 zł,180 zł
"SZTUKA,DESIGN,MALARSTWO",MugOfMagic,0,0 zł,60 zł
"SZTUKA,DESIGN,MALARSTWO",Milasoo,0,0 zł,800 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",STAR studio,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,MALARSTWO",Color Art By Wiki,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,EDUKACJA",Calligrafather,0,0 zł,3152 zł
"SZTUKA,DESIGN,EDUKACJA,#KULTURAWSIECI",Iwona Cenkier,0,0 zł,45 zł
"MODA,SZTUKA,DESIGN,#KULTURAWSIECI",Kamy,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN,#KULTURAWSIECI",Anima create,1,10 zł,2055 zł
"MODA,RĘKODZIEŁO,DESIGN",Kwadrat Gospodyń Miejskich,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN,#KULTURAWSIECI",Grzegorz Matoryn,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,MALARSTWO,#KULTURAWSIECI",Klaudia Włoszczyk,0,0 zł,51 zł
"RĘKODZIEŁO,DESIGN,MALARSTWO",Joanna Jarco,0,0 zł,621 zł
"WYPRAWY,MODA,DESIGN",Marta Przybyla,2,10 zł,450 zł
"INNE,RĘKODZIEŁO,DESIGN",Cieślak Handcrafted,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",Wojciech Bucholski,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,COSPLAY",Khaldam,0,0 zł,465 zł
"INNE,RĘKODZIEŁO,DESIGN",skkurob,0,0 zł,0 zł
"INNE,RĘKODZIEŁO,DESIGN",Mateusz Wawrowski,0,0 zł,30 zł
"MODA,RĘKODZIEŁO,DESIGN",Weronika Górska Atelier,0,0 zł,FALSE
"MODA,RĘKODZIEŁO,DESIGN",PROPS,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",myceramicproject,0,0 zł,0 zł
"MODA,RĘKODZIEŁO,DESIGN",LilYo,0,0 zł,0 zł
"SZTUKA,DESIGN,MALARSTWO",Flaminika Art,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,MALARSTWO",Arty arty.,0,0 zł,30 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",ZORIABRESK Kuźnia Koszęcin,0,0 zł,790 zł
"RĘKODZIEŁO,DESIGN,EDUKACJA",Agnieszka Gaczkowska,0,0 zł,0 zł
"MODA,RĘKODZIEŁO,DESIGN",Do Nogi,0,0 zł,30 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",Maria JJ Juchnowska,FALSE,FALSE,FALSE
"SZTUKA,RĘKODZIEŁO,DESIGN",HomeMag,0,0 zł,0 zł
"SZTUKA,DESIGN,MALARSTWO",Alek Staff,FALSE,FALSE,FALSE
"RĘKODZIEŁO,DESIGN,COSPLAY,#KULTURAWSIECI",DiakoN,1,20 zł,1485 zł
"MODA,DESIGN",BlackSheep13,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN",Trampek,0,0 zł,0 zł
"DESIGN,EDUKACJA",Łukasz Radzik,0,0 zł,0 zł
"INNE,RĘKODZIEŁO,DESIGN",NOVAWIND AIRSOFT TEC,0,0 zł,90 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",Stuka Puka,0,0 zł,0 zł
"MODA,SZTUKA,DESIGN",Adam Kaczmarek,0,0 zł,30 zł
"SZTUKA,INNE,DESIGN",Przestrzeń Otwarta,0,0 zł,6860 zł
"SZTUKA,DESIGN,EDUKACJA",Ogrodnicy Dobra,0,0 zł,4200 zł
"RĘKODZIEŁO,DESIGN,MALARSTWO,#KULTURAWSIECI",Anna Korszewska,0,0 zł,30 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",Aleksandra Zadrożna,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",Ladybug,0,0 zł,50 zł
"SZTUKA,RĘKODZIEŁO,DESIGN",Pracownie rękodzieła S-Tworze,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN",Magdalena Buraczewska-Świątek,0,0 zł,0 zł
"SZTUKA,DESIGN,MALARSTWO",Joanna Ambroz,2,65 zł,FALSE
"MODA,RĘKODZIEŁO,COSPLAY",PREPOSTEVOLUTION,3,77 zł,11 tys. zł
"SZTUKA,RĘKODZIEŁO,COSPLAY",Kaer Morhen Forge,0,0 zł,37 tys. zł
"SZTUKA,RĘKODZIEŁO,COSPLAY",Sylwia Ziółko - Światłowodzu,0,0 zł,120 zł
"SZTUKA,RĘKODZIEŁO,COSPLAY",Pink Kirin-FX,0,0 zł,30 zł
"SZTUKA,RĘKODZIEŁO,COSPLAY",Wykute w Puszczy,0,0 zł,0 zł
"WYPRAWY,SPORT,COSPLAY,INNE",Joanna Krukowska,0,0 zł,12 zł
"MODA,RĘKODZIEŁO,COSPLAY",Elihal Workshop - Witcher Tailor,0,0 zł,950 zł
"SZTUKA,RĘKODZIEŁO,COSPLAY",Doncia,1,15 zł,2026 zł
"WYPRAWY,COSPLAY,EDUKACJA",Muzeum Obrony Cywilnej,0,0 zł,105 zł
"SZTUKA,RĘKODZIEŁO,COSPLAY",Reen Cosplay,0,0 zł,0 zł
"MODA,RĘKODZIEŁO,COSPLAY",Złotą nicią szyte,0,0 zł,0 zł
EDUKACJA,English is FUN,17,310 zł,16 tys. zł
EDUKACJA,BLIŻEJ PRZEDSZKOLA,0,0 zł,0 zł
"EDUKACJA,ZWIERZĘTA",Fundacja Szopowisko,17,1340 zł,1340 zł
"SZTUKA,TEATR,EDUKACJA",Teatr YETA,3,60 zł,95 zł
"SZTUKA,RĘKODZIEŁO,EDUKACJA",Haftowa Baba,65,1025 zł,1643 zł
"WYPRAWY,SPORT,EDUKACJA",Salezjańskie Duszpasterstwo Akademickie MOST,4,60 zł,140 zł
"SPORT,EDUKACJA",Łukasz Wacławski,6,420 zł,600 zł
"WYPRAWY,EDUKACJA,YOUTUBE",Olaf Popkiewicz,99,2987 zł,7414 zł
"FOTOGRAFIA,EDUKACJA",Basia Gepert,62,FALSE,FALSE
"INNE,EDUKACJA,SPOŁECZNE",Cześć Dziewczyny!,72,3885 zł,20 tys. zł
EDUKACJA,Zbigniew Jaskólski,3,90 zł,460 zł
EDUKACJA,Martyna Wojciechowska,0,0 zł,0 zł
"SPORT,EDUKACJA,ZDROWIE",GrapplerINFO,8,390 zł,1160 zł
"SZTUKA,DESIGN,EDUKACJA",Strefa kolekcjonowania,2,20 zł,60 zł
EDUKACJA,Arte Educare im. Michała Archanioła,2,150 zł,1200 zł
EDUKACJA,17 53c - Stowarzyszenie na rzecz cyberbezpieczeństwa,5,186 zł,1448 zł
"WYPRAWY,SPORT,EDUKACJA",BABSKA KORBA,28,1090 zł,6760 zł
EDUKACJA,ZdamToSam,0,0 zł,9 zł
"RĘKODZIEŁO,DESIGN,EDUKACJA",Łukasz Giergasz,70,990 zł,10 tys. zł
"LITERATURA,EDUKACJA,GRAFIKA,#KULTURAWSIECI",BAŚNIK,11,560 zł,5050 zł
"INNE,EDUKACJA",Marcin Jaworski,117,FALSE,FALSE
"MUZYKA,SZTUKA,EDUKACJA",Music MasterClass,13,605 zł,11 tys. zł
EDUKACJA,Fundacja cfbt pl,0,0 zł,300 zł
"SPORT,EDUKACJA,ZDROWIE",Koszykarski Klub Oleśnica,7,300 zł,7970 zł
"SZTUKA,SPORT,EDUKACJA",Ania na Rowerze,4,70 zł,450 zł
"SZTUKA,RĘKODZIEŁO,EDUKACJA",Anna Adamska,0,0 zł,0 zł
"MODA,RĘKODZIEŁO,EDUKACJA",Slow Eco Atelier,0,0 zł,0 zł
"MUZYKA,TEATR,EDUKACJA",Krynickie Studio Baletowe im. Władysława Szlęka,9,695 zł,6942 zł
"EDUKACJA,PODCAST",Mamut,30,430 zł,3410 zł
"WYPRAWY,INNE,EDUKACJA",City Talks,0,0 zł,0 zł
"WYPRAWY,SZTUKA,EDUKACJA",Fundacja Ratowania Zabytków i Pomników Przyrody,0,0 zł,0 zł
"MODA,EDUKACJA",Babi Targ,FALSE,FALSE,FALSE
"SZTUKA,TEATR,EDUKACJA",Kwestia Kultury,6,190 zł,4730 zł
EDUKACJA,Sylwester Kalinowski,9,150 zł,6570 zł
EDUKACJA,Romuald Tubis,0,0 zł,0 zł
"SZTUKA,EDUKACJA,MALARSTWO",Śląska Szkoła Ikonograficzna,2,15 zł,60 zł
"WYPRAWY,EDUKACJA,SPOŁECZNE",Stowarzyszenie Akcja Miś,3,343 zł,2958 zł
"RĘKODZIEŁO,EDUKACJA,ROŚLINY",Fundacja Schronisko dla Roślin,1,5 zł,280 zł
"MODA,SZTUKA,EDUKACJA",SELL&BUY,FALSE,FALSE,FALSE
EDUKACJA,Hotelmania,1,10 zł,1130 zł
"INNE,EDUKACJA",StockUp,10,154 zł,3063 zł
"WYPRAWY,SPORT,EDUKACJA",Aktualne Warunki w Górach,27,455 zł,13 tys. zł
"SPORT,EDUKACJA",Natala Szkoleniowa Ziomala,1,5 zł,385 zł
"WYPRAWY,SPORT,EDUKACJA",Fundacja Teraz Wojsko Polskie,2,14 zł,539 zł
"INNE,TEATR,EDUKACJA",WSPÓLNOTA WIELOPOKOLENIOWA,0,0 zł,0 zł
EDUKACJA,Małgorzata Murawska - Pruszkowska,0,0 zł,0 zł
"INNE,EDUKACJA,BLOG",Portfel Akcyjny,22,858 zł,8822 zł
"SZTUKA,EDUKACJA,MALARSTWO,#KULTURAWSIECI",Wolskart || Sztuka Intuicyjna,0,0 zł,335 zł
"MODA,SZTUKA,EDUKACJA",Marta Rudny,0,0 zł,130 zł
EDUKACJA,WhyBlueSky,8,340 zł,7970 zł
"EDUKACJA,YOUTUBE,STREAMERZY",Filozofia tak bardzo,29,475 zł,11 tys. zł
"SPORT,EDUKACJA",Julita Ilczyszyn,22,960 zł,9720 zł
"SZTUKA,TEATR,EDUKACJA",Improwizowane Poniedziałki,0,0 zł,1140 zł
"SZTUKA,TEATR,EDUKACJA",Fundacja Banina,5,75 zł,1396 zł
EDUKACJA,Marcin Getek - nagrania z Fizyki na YT,1,15 zł,133 zł
"SZTUKA,EDUKACJA,MALARSTWO,#KULTURAWSIECI",Młoda Sztuka Po Polsku,1,9 zł,117 zł
"SZTUKA,EDUKACJA,MALARSTWO",Ewa Beniak-Haremska,0,0 zł,0 zł
"WYPRAWY,INNE,EDUKACJA",Urbex Team Extreme,0,0 zł,0 zł
"SZTUKA,TEATR,EDUKACJA",Ciekawostki teatralne,0,0 zł,2053 zł
EDUKACJA,Marcin Kot,0,0 zł,0 zł
"SZTUKA,TEATR,EDUKACJA",Teatr Klepisko,0,0 zł,0 zł
"MODA,SZTUKA,EDUKACJA",Kasia Depa,0,0 zł,0 zł
"MODA,RĘKODZIEŁO,EDUKACJA",Warszawa Szyje,0,0 zł,2620 zł
"SZTUKA,EDUKACJA,MALARSTWO",Salvador Pracownia Plastyczna,0 zł,9 zł,FALSE
"SZTUKA,TEATR,EDUKACJA,#KULTURAWSIECI",Szkoła Baletowa Anny Niedźwiedź i Teatr Cortiqué,0,0 zł,360 zł
EDUKACJA,Olimpijskie Koło Informatyczne,2,54 zł,1024 zł
"SZTUKA,EDUKACJA",Natalia Gołubowska,0,0 zł,0 zł
"SPORT,EDUKACJA",Centrum Kształcenia Młodzieży poprzez Sport,0,0 zł,60 zł
EDUKACJA,Paulina Rutkowska,0,0 zł,95 zł
"SZTUKA,TEATR,EDUKACJA,#KULTURAWSIECI",Małgorzata Gietler,0,0 zł,FALSE
"SZTUKA,SPORT,EDUKACJA",Szkoła Tańca SAMBA Tarnobrzeg,2,40 zł,17 tys. zł
"SZTUKA,RĘKODZIEŁO,EDUKACJA",Patrycja Borowska,0,0 zł,77 zł
"INNE,EDUKACJA",Anna Donica,0,0 zł,900 zł
"SZTUKA,RĘKODZIEŁO,EDUKACJA",Dorota Freitag,2,40 zł,1750 zł
